7,5,25,0,3,13,0,22,1,0.49050336078866574,14
2,0,24,6,0,4,16,0,0,0.24394535451156174,10
8,12,24,7,0,7,1,0,0,0.17646804740906652,14
22,6,0,0,3,12,6,22,0,0.12655395880753417,2
17,26,1,23,23,12,0,11,1,0.42421444431100763,4
22,20,0,0,3,12,6,22,1,0.4370745522082079,24
2,4,0,15,0,4,6,5,0,0.6657777829389284,10
1,24,4,0,10,4,1,13,0,0.5502061967016014,16
23,0,0,0,21,1,3,18,1,0.193026717271784,18
1,5,1,11,1,0,2,4,1,0.49805957586995686,22
3,5,1,11,1,25,2,15,1,0.529875484604382,12
16,4,18,10,6,1,3,10,0,0.741881078674534,34
7,4,4,0,10,3,1,6,0,0.7948322961026372,18
0,7,1,6,6,1,3,21,0,0.9420521274091831,28
2,24,0,15,0,4,3,0,0,0.4644756157772034,88
3,7,12,6,6,23,16,0,0,0.9274558966460597,22
1,8,24,3,15,12,1,17,1,0.44739340424444096,34
0,1,17,0,15,0,22,3,0,0.7708569826805858,94
11,25,4,16,0,2,1,10,0,0.6874378360231952,52
17,9,4,3,1,4,7,11,1,0.749186177212467,32
3,7,12,1,6,8,7,0,0,0.6959351513985476,74
3,7,12,7,6,23,6,0,0,0.9564889536168402,36
2,13,0,1,0,8,4,0,1,0.3754942530417724,126
3,13,0,1,0,8,7,16,1,0.256584253980648,84
0,17,8,3,6,1,3,21,0,0.9421133893431518,62
1,7,8,11,21,0,0,4,0,0.6110700231073252,98
3,25,25,7,0,4,6,15,0,0.7775390060642844,90
1,8,12,1,6,23,16,0,0,0.6576283040446534,144
15,4,17,0,1,4,6,21,0,0.8699444775460925,114
