0,2,8,10,21,7,22,2,0,0.22640137878376487,16
11,9,8,0,2,12,4,3,1,0.42680120538537825,14
0,4,8,21,1,0,11,4,0,0.22632704626564837,38
11,12,18,7,7,8,11,15,0,0.5465330246736702,6
11,9,4,0,6,12,7,3,1,0.46407390932779635,8
21,19,25,17,3,12,16,0,0,0.43053360519360173,6
0,19,0,1,3,8,12,0,1,0.4949672110848844,28
2,0,2,4,15,4,7,4,1,0.19989239813280557,14
23,0,4,0,15,19,3,22,1,0.7733002419704391,8
4,0,19,1,0,23,11,25,0,0.6138287096308004,8
0,8,6,21,15,18,6,21,1,0.8252633406445649,10
11,17,4,1,15,0,3,21,0,0.9412014568166818,10
0,17,4,4,22,0,0,22,0,0.6191884154376673,56
3,7,8,11,3,0,4,10,0,0.7906507538068128,30
15,0,0,1,0,4,16,17,1,0.3337970638052461,26
11,9,8,0,10,12,1,3,1,0.4266369684585005,24
0,7,10,15,6,0,0,22,0,0.5916572433722816,26
0,13,0,1,1,8,4,4,1,0.3379597815007518,46
0,13,0,1,1,4,4,4,1,0.25380549486231474,106
6,9,8,1,6,0,7,3,1,0.5984513873001481,18
4,12,0,11,11,1,1,0,0,0.5303569194806521,88
15,8,0,1,0,23,23,0,0,0.7661726492980641,42
0,19,0,17,3,8,16,0,1,0.37036131351700385,100
11,0,4,0,15,1,3,21,0,0.776307229852605,64
0,24,0,10,10,0,7,1,0,0.6520569963867109,124
0,4,4,2,3,2,1,21,0,0.7020978229829582,78
16,12,12,0,15,4,1,15,0,0.8181735245942003,96
0,7,4,0,6,1,3,21,0,0.9105746970453041,98
0,17,18,1,10,0,6,1,0,0.8347647271317102,190
